CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr1	1718703	1718823	778146_43649369_GNB1_Ex_11_1	414.347	308.693417514253	309.631875376401	414.347	1.34226056174609	1.33819232757061	1
chr1	1718823	1718943	778146_43649369_GNB1_Ex_11_2	407.826	308.693417514253	309.631875376401	407.826	1.3211360426277	1.31713183438956	1
chr1	1720479	1720599	778146_43649370_GNB1_Ex_10_1	358.81	308.693417514253	309.631875376401	358.81	1.16235066782217	1.15882771941298	1
chr1	1720599	1720719	778146_43649370_GNB1_Ex_10_2	407.636	308.693417514253	309.631875376401	407.636	1.32052054521434	1.31651820247661	1
chr1	1721814	1721934	778146_43649371_GNB1_Ex_9_1	294.421	308.693417514253	309.631875376401	294.421	0.953765073356014	0.950874323394805	1
chr1	1721934	1722054	778146_43649371_GNB1_Ex_9_2	368.041	308.693417514253	309.631875376401	368.041	1.19225412373105	1.1886405414578	1
chr1	1724657	1724777	778146_43649372_GNB1_Ex_8_1	184.694	308.693417514253	309.631875376401	184.694	0.59830883822287	0.596495434378254	1
chr1	1735819	1735939	778146_43649373_GNB1_Ex_7_1	366.273	308.693417514253	309.631875376401	366.273	1.18652675832677	1.18293053502564	1
chr1	1735939	1736059	778146_43649373_GNB1_Ex_7_2	410.248	308.693417514253	309.631875376401	410.248	1.32898201491795	1.32495402645895	1
chr1	1737885	1738005	778146_43649374_GNB1_Ex_6_1	247.149	308.693417514253	309.631875376401	247.149	0.800629316913078	0.79820270345085	1
chr1	1747128	1747248	778146_43649375_GNB1_Ex_5_1	350.479	308.693417514253	309.631875376401	350.479	1.13536272597655	1.1319215748506	1
chr1	1747248	1747368	778146_43649375_GNB1_Ex_5_2	378.521	308.693417514253	309.631875376401	378.521	1.22620366526773	1.22248718591991	1
chr1	1749235	1749355	778146_43649376_GNB1_Ex_4_1	198.843	308.693417514253	309.631875376401	198.843	0.644143958757459	0.642191634043744	1
chr1	1756803	1756923	778146_43649377_GNB1_Ex_3_1	317.074	308.693417514253	309.631875376401	317.074	1.02714856232838	1.02403539562764	1
chr1	6246683	6246803	778146_43649378_RPL22_Ex_4_1	234.231	308.693417514253	309.631875376401	234.231	0.758781971725021	0.756482192652999	1
chr1	6246803	6246923	778146_43649378_RPL22_Ex_4_2	312.405	308.693417514253	309.631875376401	312.405	1.01202352326018	1.0089561987771	1
chr1	6252931	6253051	778146_43649379_RPL22_Ex_3_1	420.256	308.693417514253	309.631875376401	420.256	1.36140253130145	1.35727628006361	1
chr1	6253051	6253171	778146_43649379_RPL22_Ex_3_2	393.083	308.693417514253	309.631875376401	393.083	1.27337668281136	1.26951722758567	1
chr1	6257643	6257763	778146_43649380_RPL22_Ex_2_1	365.917	308.693417514253	309.631875376401	365.917	1.18537351054175	1.18178078259926	1
chr1	6257763	6257883	778146_43649380_RPL22_Ex_2_2	382.504	308.693417514253	309.631875376401	382.504	1.23910643472772	1.2353508486005	1
chr1	6259567	6259687	778146_43649381_RPL22_Ex_1_1	189.339	308.693417514253	309.631875376401	189.339	0.613356130249385	0.611497119829254	1
chr1	9775532	9775652	778146_43649382_PIK3CD_Ex_4_1	340.083	308.693417514253	309.631875376401	340.083	1.10168529908578	1.09834622028685	1
chr1	9775652	9775772	778146_43649382_PIK3CD_Ex_4_2	559.909	308.693417514253	309.631875376401	559.909	1.81380284849821	1.80830542501269	1
chr1	9775772	9775892	778146_43649382_PIK3CD_Ex_4_3	565.314	308.693417514253	309.631875376401	565.314	1.83131213017815	1.82576163811552	1
chr1	9775841	9775961	778146_43649383_PIK3CD_Ex_5_1	547.124	308.693417514253	309.631875376401	547.124	1.7723863514995	1.76701445655391	1
chr1	9775961	9776081	778146_43649383_PIK3CD_Ex_5_2	487.95	308.693417514253	309.631875376401	487.95	1.58069454129993	1.57590364172561	1
chr1	9776081	9776201	778146_43649383_PIK3CD_Ex_5_3	316.066	308.693417514253	309.631875376401	316.066	1.02388318657753	1.02077991684731	1
chr1	9776467	9776587	778146_43649384_PIK3CD_Ex_6_1	492.099	308.693417514253	309.631875376401	492.099	1.59413506113158	1.58930342491962	1
chr1	9776587	9776707	778146_43649384_PIK3CD_Ex_6_2	466.174	308.693417514253	309.631875376401	466.174	1.51015205880921	1.50557496521732	1
chr1	9776971	9777091	778146_43649385_PIK3CD_Ex_7_1	406.537	308.693417514253	309.631875376401	406.537	1.31696037859709	1.31296882630639	1
chr1	9777091	9777211	778146_43649385_PIK3CD_Ex_7_2	408.926	308.693417514253	309.631875376401	408.926	1.32469944870502	1.32068444020143	1
chr1	9777579	9777699	778146_43649386_PIK3CD_Ex_8_1	292.645	308.693417514253	309.631875376401	292.645	0.948011792271172	0.945138479829471	1
chr1	9778682	9778802	778146_43649387_PIK3CD_Ex_9_1	365.157	308.693417514253	309.631875376401	365.157	1.18291152088833	1.17932625494743	1
chr1	9778802	9778922	778146_43649387_PIK3CD_Ex_9_2	550.107	308.693417514253	309.631875376401	550.107	1.78204966088919	1.77664847758735	1
chr1	9778922	9779042	778146_43649387_PIK3CD_Ex_9_3	401.983	308.693417514253	309.631875376401	401.983	1.30220787743697	1.29826103824528	1
chr1	9779966	9780086	778146_43649388_PIK3CD_Ex_10_1	281.182	308.693417514253	309.631875376401	281.182	0.910877861485392	0.908117097628219	1
chr1	9780115	9780235	778146_43649389_PIK3CD_Ex_11_1	447.926	308.693417514253	309.631875376401	447.926	1.45103839144649	1.44664046444018	1
chr1	9780235	9780355	778146_43649389_PIK3CD_Ex_11_2	401.223	308.693417514253	309.631875376401	401.223	1.29974588778355	1.29580651059345	1
chr1	9780634	9780754	778146_43649390_PIK3CD_Ex_12_1	211.38	308.693417514253	309.631875376401	211.38	0.684757069658734	0.682681651374032	1
chr1	9780763	9780883	778146_43649391_PIK3CD_Ex_13_1	405.347	308.693417514253	309.631875376401	405.347	1.31310542111344	1.30912555274628	1
chr1	9780883	9781003	778146_43649391_PIK3CD_Ex_13_2	319.058	308.693417514253	309.631875376401	319.058	1.03357565110785	1.03044300465558	1
chr1	9781453	9781573	778146_43649392_PIK3CD_Ex_15_1	326.132	308.693417514253	309.631875376401	326.132	1.05649159164511	1.0532894896675	1
chr1	9781573	9781693	778146_43649392_PIK3CD_Ex_15_2	460.694	308.693417514253	309.631875376401	460.694	1.492399817624	1.48787652899096	1
chr1	9781748	9781868	778146_43649393_PIK3CD_Ex_16_1	419.479	308.693417514253	309.631875376401	419.479	1.35888547082683	1.35476684850377	1
chr1	9781868	9781988	778146_43649393_PIK3CD_Ex_16_2	433.322	308.693417514253	309.631875376401	433.322	1.40372931657991	1.39947477782523	1
chr1	9782002	9782122	778146_43649394_PIK3CD_Ex_17_1	414.099	308.693417514253	309.631875376401	414.099	1.34145717564865	1.33739137644212	1
chr1	9782122	9782242	778146_43649394_PIK3CD_Ex_17_2	337.678	308.693417514253	309.631875376401	337.678	1.09389439761672	1.09057893212546	1
chr1	9783146	9783266	778146_43649395_PIK3CD_Ex_20_1	354.826	308.693417514253	309.631875376401	354.826	1.14944465890212	1.14596082709075	1
chr1	9783266	9783386	778146_43649395_PIK3CD_Ex_20_2	412.314	308.693417514253	309.631875376401	412.314	1.33567473942318	1.33162646610196	1
chr1	9783968	9784088	778146_43649396_PIK3CD_Ex_21_1	358.711	308.693417514253	309.631875376401	358.711	1.16202996127521	1.15850798488992	1
chr1	9784088	9784208	778146_43649396_PIK3CD_Ex_21_2	398.769	308.693417514253	309.631875376401	398.769	1.29179625277105	1.28788096999135	1
chr1	9784286	9784406	778146_43649397_PIK3CD_Ex_22_1	353.785	308.693417514253	309.631875376401	353.785	1.14607238096894	1.14259877013607	1
chr1	9784406	9784526	778146_43649397_PIK3CD_Ex_22_2	342.091	308.693417514253	309.631875376401	342.091	1.10819013490693	1.10483134071432	1
chr1	9784807	9784927	778146_43649398_PIK3CD_Ex_23_1	305.463	308.693417514253	309.631875376401	305.463	0.9895351914522	0.986536026462607	1
chr1	9784927	9785047	778146_43649398_PIK3CD_Ex_23_2	407.884	308.693417514253	309.631875376401	407.884	1.32132393131178	1.3173191536051	1
chr1	9786915	9787035	778146_43649399_PIK3CD_Ex_24_1	358.174	308.693417514253	309.631875376401	358.174	1.16029037121746	1.1567736673254	1
chr1	9787035	9787155	778146_43649399_PIK3CD_Ex_24_2	369.678	308.693417514253	309.631875376401	369.678	1.19755711986613	1.19392746483418	1
chr1	11854356	11854476	778146_43649400_MTHFR_Ex_rs1801131_1	341.322	308.693417514253	309.631875376401	341.322	1.10569899011287	1.10234774628767	1
chr1	11854476	11854596	778146_43649400_MTHFR_Ex_rs1801131_2	394.488	308.693417514253	309.631875376401	394.488	1.27792812421012	1.27405487409991	1
chr1	11856258	11856378	778146_43649401_MTHFR_Ex_rs1801133_1	370.62	308.693417514253	309.631875376401	370.62	1.20060869125234	1.19696978726579	1
chr1	11856378	11856498	778146_43649401_MTHFR_Ex_rs1801133_2	404.174	308.693417514253	309.631875376401	404.174	1.30930553445099	1.30533718309418	1
chr1	24018256	24018376	778146_43649402_RPL11_Ex_1_1	163.702	308.693417514253	309.631875376401	163.702	0.53030609242726	0.528698796921335	1
chr1	24019054	24019174	778146_43649403_RPL11_Ex_2_1	320.017	308.693417514253	309.631875376401	320.017	1.03668229331526	1.03354023099519	1
chr1	24019174	24019294	778146_43649403_RPL11_Ex_2_2	378.818	308.693417514253	309.631875376401	378.818	1.22716578490861	1.22344638948911	1
chr1	24020230	24020350	778146_43649404_RPL11_Ex_3_1	379.397	308.693417514253	309.631875376401	379.397	1.22904143228931	1.22531635200281	1
chr1	24020350	24020470	778146_43649404_RPL11_Ex_3_2	364.397	308.693417514253	309.631875376401	364.397	1.1804495312349	1.1768717272956	1
chr1	24021095	24021215	778146_43649405_RPL11_Ex_4_1	365.033	308.693417514253	309.631875376401	365.033	1.18250982783961	1.17892577938318	1
chr1	24021215	24021335	778146_43649405_RPL11_Ex_4_2	395.289	308.693417514253	309.631875376401	395.289	1.28052293172642	1.27664181705928	1
chr1	24022223	24022343	778146_43649406_RPL11_Ex_5_1	452.545	308.693417514253	309.631875376401	452.545	1.46600145751117	1.46155817920835	1
chr1	24022343	24022463	778146_43649406_RPL11_Ex_5_2	447.926	308.693417514253	309.631875376401	447.926	1.45103839144649	1.44664046444018	1
chr1	24022788	24022908	778146_43649407_RPL11_Ex_6_1	172.719	308.693417514253	309.631875376401	172.719	0.5595163038811	0.557820475653663	1
chr1	27022862	27022982	778146_43649408_ARID1A_Ex_1_1	260.43	308.693417514253	309.631875376401	260.43	0.843652586106652	0.841095574166615	1
chr1	27023942	27024062	778146_43649408_ARID1A_Ex_1_10	224.14	308.693417514253	309.631875376401	224.14	0.726092580155685	0.723891878791633	1
chr1	27022982	27023102	778146_43649408_ARID1A_Ex_1_2	344.331	308.693417514253	309.631875376401	344.331	1.11544652546438	1.11206573800393	1
chr1	27023102	27023222	778146_43649408_ARID1A_Ex_1_3	348.81	308.693417514253	309.631875376401	348.81	1.12995606711923	1.12653130294151	1
chr1	27023222	27023342	778146_43649408_ARID1A_Ex_1_4	361.471	308.693417514253	309.631875376401	361.471	1.17097087106922	1.16742179583604	1
chr1	27023342	27023462	778146_43649408_ARID1A_Ex_1_5	373.281	308.693417514253	309.631875376401	373.281	1.20922889449939	1.20556386368885	1
chr1	27023462	27023582	778146_43649408_ARID1A_Ex_1_6	403.537	308.693417514253	309.631875376401	403.537	1.30724199838621	1.30327990136495	1
chr1	27023582	27023702	778146_43649408_ARID1A_Ex_1_7	387.463	308.693417514253	309.631875376401	387.463	1.2551709172163	1.2513666415287	1
chr1	27023702	27023822	778146_43649408_ARID1A_Ex_1_8	388.471	308.693417514253	309.631875376401	388.471	1.25843629296716	1.25462212030902	1
chr1	27023822	27023942	778146_43649408_ARID1A_Ex_1_9	364.636	308.693417514253	309.631875376401	364.636	1.1812237621917	1.17764361164926	1
chr1	27056127	27056247	778146_43649409_ARID1A_Ex_2_1	318.273	308.693417514253	309.631875376401	318.273	1.03103267495267	1.02790773596257	1
chr1	27056247	27056367	778146_43649409_ARID1A_Ex_2_2	299.496	308.693417514253	309.631875376401	299.496	0.970205333212756	0.967264754754078	1
chr1	27057628	27057748	778146_43649410_ARID1A_Ex_3_1	381.355	308.693417514253	309.631875376401	381.355	1.23538429510695	1.23163999034792	1
chr1	27057748	27057868	778146_43649410_ARID1A_Ex_3_2	520.14	308.693417514253	309.631875376401	520.14	1.68497276096269	1.67986580634728	1
chr1	27057868	27057988	778146_43649410_ARID1A_Ex_3_3	538.595	308.693417514253	309.631875376401	538.595	1.74475699655997	1.73946884294539	1
chr1	27057988	27058108	778146_43649410_ARID1A_Ex_3_4	434.083	308.693417514253	309.631875376401	434.083	1.40619454569341	1.40193253511871	1
chr1	27059104	27059224	778146_43649411_ARID1A_Ex_4_1	366.107	308.693417514253	309.631875376401	366.107	1.18598900795511	1.18239441451222	1
chr1	27059224	27059344	778146_43649411_ARID1A_Ex_4_2	478.438	308.693417514253	309.631875376401	478.438	1.54988079711129	1.54518329037794	1
chr1	27087286	27087406	778146_43649412_ARID1A_Ex_5_1	270.43	308.693417514253	309.631875376401	270.43	0.876047186809592	0.87339199063809	1
chr1	27087406	27087526	778146_43649412_ARID1A_Ex_5_2	478.876	308.693417514253	309.631875376401	478.876	1.55129968062208	1.54659787341939	1
chr1	27087526	27087646	778146_43649412_ARID1A_Ex_5_3	451.562	308.693417514253	309.631875376401	451.562	1.46281706826207	1.4583834414692	1
chr1	27087859	27087979	778146_43649413_ARID1A_Ex_6_1	259.636	308.693417514253	309.631875376401	259.636	0.841080454810839	0.83853123869878	1
chr1	27088606	27088726	778146_43649414_ARID1A_Ex_7_1	322.901	308.693417514253	309.631875376401	322.901	1.04602489615799	1.04285451750556	1
chr1	27088726	27088846	778146_43649414_ARID1A_Ex_7_2	386.868	308.693417514253	309.631875376401	386.868	1.25324343847448	1.24944500474865	1
chr1	27089439	27089559	778146_43649415_ARID1A_Ex_8_1	412.124	308.693417514253	309.631875376401	412.124	1.33505924200982	1.331012834189	1
chr1	27089559	27089679	778146_43649415_ARID1A_Ex_8_2	529.421	308.693417514253	309.631875376401	529.421	1.71503818987509	1.70984011047446	1
chr1	27089679	27089799	778146_43649415_ARID1A_Ex_8_3	430.769	308.693417514253	309.631875376401	430.769	1.39545897502045	1.39122950270007	1
chr1	27092664	27092784	778146_43649416_ARID1A_Ex_9_1	319.355	308.693417514253	309.631875376401	319.355	1.03453777074872	1.03140220822478	1
chr1	27092784	27092904	778146_43649416_ARID1A_Ex_9_2	478.537	308.693417514253	309.631875376401	478.537	1.55020150365825	1.54550302490101	1
chr1	27092882	27093002	778146_43649417_ARID1A_Ex_10_1	476.033	308.693417514253	309.631875376401	476.033	1.54208989564224	1.53741600221655	1
chr1	27093002	27093122	778146_43649417_ARID1A_Ex_10_2	327.893	308.693417514253	309.631875376401	327.893	1.06219628082889	1.05897688860812	1
chr1	27094265	27094385	778146_43649418_ARID1A_Ex_11_1	335.529	308.693417514253	309.631875376401	335.529	1.08693279792566	1.08363843222574	1
chr1	27094385	27094505	778146_43649418_ARID1A_Ex_11_2	419.785	308.693417514253	309.631875376401	419.785	1.35987674560834	1.3557551188478	1
chr1	27097593	27097713	778146_43649419_ARID1A_Ex_12_1	353.248	308.693417514253	309.631875376401	353.248	1.1443327909112	1.14086445257155	1
chr1	27097713	27097833	778146_43649419_ARID1A_Ex_12_2	386.512	308.693417514253	309.631875376401	386.512	1.25209019068945	1.24829525232226	1
chr1	27098936	27099056	778146_43649420_ARID1A_Ex_13_1	369.554	308.693417514253	309.631875376401	369.554	1.19715542681741	1.19352698926994	1
chr1	27099056	27099176	778146_43649420_ARID1A_Ex_13_2	468.702	308.693417514253	309.631875376401	468.702	1.51834141386691	1.51373949930131	1
chr1	27099270	27099390	778146_43649421_ARID1A_Ex_14_1	360.347	308.693417514253	309.631875376401	360.347	1.16732971795021	1.16379167862465	1
chr1	27099390	27099510	778146_43649421_ARID1A_Ex_14_2	399.43	308.693417514253	309.631875376401	399.43	1.29393753587751	1.29001576312011	1
chr1	27099792	27099912	778146_43649422_ARID1A_Ex_15_1	316.843	308.693417514253	309.631875376401	316.843	1.02640024705214	1.02328934840715	1
chr1	27099912	27100032	778146_43649422_ARID1A_Ex_15_2	452.785	308.693417514253	309.631875376401	452.785	1.46677892792804	1.46233329320367	1
chr1	27100019	27100139	778146_43649423_ARID1A_Ex_16_1	443.231	308.693417514253	309.631875376401	443.231	1.43582912641646	1.43147729690682	1
chr1	27100139	27100259	778146_43649423_ARID1A_Ex_16_2	425.364	308.693417514253	309.631875376401	425.364	1.37794969334051	1.37377328959724	1
chr1	27100280	27100400	778146_43649424_ARID1A_Ex_17_1	298.942	308.693417514253	309.631875376401	298.942	0.968410672333813	0.965475533281558	1
chr1	27100785	27100905	778146_43649425_ARID1A_Ex_18_1	385.785	308.693417514253	309.631875376401	385.785	1.24973510321835	1.24594730284479	1
chr1	27100905	27101025	778146_43649425_ARID1A_Ex_18_2	505.207	308.693417514253	309.631875376401	505.207	1.63659790373299	1.63163756763043	1
chr1	27101025	27101145	778146_43649425_ARID1A_Ex_18_3	538.876	308.693417514253	309.631875376401	538.876	1.74566728483972	1.74037637224824	1
chr1	27101145	27101265	778146_43649425_ARID1A_Ex_18_4	539.686	308.693417514253	309.631875376401	539.686	1.74829124749666	1.74299238198243	1
chr1	27101265	27101385	778146_43649425_ARID1A_Ex_18_5	422.884	308.693417514253	309.631875376401	422.884	1.36991583236619	1.36576377831231	1
chr1	27101385	27101505	778146_43649425_ARID1A_Ex_18_6	347.909	308.693417514253	309.631875376401	347.909	1.1270373135959	1.12362139581743	1
chr1	27101505	27101625	778146_43649425_ARID1A_Ex_18_7	514.248	308.693417514253	309.631875376401	514.248	1.66588586222852	1.66083675776229	1
chr1	27101625	27101745	778146_43649425_ARID1A_Ex_18_8	465.587	308.693417514253	309.631875376401	465.587	1.50825049574795	1.50367916557045	1
chr1	27102013	27102133	778146_43649426_ARID1A_Ex_19_1	381.281	308.693417514253	309.631875376401	381.281	1.23514457506175	1.23140099686603	1
chr1	27102133	27102253	778146_43649426_ARID1A_Ex_19_2	443.686	308.693417514253	309.631875376401	443.686	1.43730308074844	1.43294678385627	1
chr1	27105480	27105600	778146_43649427_ARID1A_Ex_20_1	382.661	308.693417514253	309.631875376401	382.661	1.23961502995875	1.2358579023391	1
chr1	27106560	27106680	778146_43649427_ARID1A_Ex_20_10	509.463	308.693417514253	309.631875376401	509.463	1.65038504579216	1.64538292248069	1
chr1	27106680	27106800	778146_43649427_ARID1A_Ex_20_11	559.868	308.693417514253	309.631875376401	559.868	1.81367003063533	1.80817300970516	1
chr1	27106800	27106920	778146_43649427_ARID1A_Ex_20_12	567.438	308.693417514253	309.631875376401	567.438	1.83819274336746	1.83262139697406	1
chr1	27106920	27107040	778146_43649427_ARID1A_Ex_20_13	560.107	308.693417514253	309.631875376401	560.107	1.81444426159213	1.80894489405883	1
chr1	27107040	27107160	778146_43649427_ARID1A_Ex_20_14	550.215	308.693417514253	309.631875376401	550.215	1.78239952257678	1.77699727888524	1
chr1	27107160	27107280	778146_43649427_ARID1A_Ex_20_15	388.529	308.693417514253	309.631875376401	388.529	1.25862418165124	1.25480943952456	1
chr1	27105600	27105720	778146_43649427_ARID1A_Ex_20_2	531.835	308.693417514253	309.631875376401	531.835	1.72285824648478	1.71763646541067	1
chr1	27105720	27105840	778146_43649427_ARID1A_Ex_20_3	522.215	308.693417514253	309.631875376401	522.215	1.69169464060855	1.68656731276512	1
chr1	27105840	27105960	778146_43649427_ARID1A_Ex_20_4	453.769	308.693417514253	309.631875376401	453.769	1.46996655663721	1.46551126058446	1
chr1	27105960	27106080	778146_43649427_ARID1A_Ex_20_5	453.281	308.693417514253	309.631875376401	453.281	1.46838570012291	1.46393519546065	1
chr1	27106080	27106200	778146_43649427_ARID1A_Ex_20_6	469.198	308.693417514253	309.631875376401	469.198	1.51994818606178	1.5153414015583	1
chr1	27106200	27106320	778146_43649427_ARID1A_Ex_20_7	483.579	308.693417514253	309.631875376401	483.579	1.56653486133268	1.56178687808593	1
chr1	27106320	27106440	778146_43649427_ARID1A_Ex_20_8	576.628	308.693417514253	309.631875376401	576.628	1.86796338141346	1.86230180371135	1
chr1	27106440	27106560	778146_43649427_ARID1A_Ex_20_9	537.521	308.693417514253	309.631875376401	537.521	1.74127781644447	1.73600020781635	1
chr1	36931933	36932053	778146_43649428_CSF3R_Ex_17_1	345.603	308.693417514253	309.631875376401	345.603	1.1195671186738	1.11617384217911	1
chr1	36932053	36932173	778146_43649428_CSF3R_Ex_17_2	450.05	308.693417514253	309.631875376401	450.05	1.45791900463579	1.45350022329872	1
chr1	36932173	36932293	778146_43649428_CSF3R_Ex_17_3	465.182	308.693417514253	309.631875376401	465.182	1.50693851441948	1.50237116070335	1
chr1	36932293	36932413	778146_43649428_CSF3R_Ex_17_4	506.702	308.693417514253	309.631875376401	506.702	1.64144089653808	1.63646588189292	1
chr1	36932413	36932533	778146_43649428_CSF3R_Ex_17_5	392.917	308.693417514253	309.631875376401	392.917	1.27283893243969	1.26898110707224	1
chr1	36932811	36932931	778146_43649429_CSF3R_Ex_16_1	243.364	308.693417514253	309.631875376401	243.364	0.788367960547016	0.785978509816396	1
chr1	36933145	36933265	778146_43649430_CSF3R_Ex_15_1	236.793	308.693417514253	309.631875376401	236.793	0.767081468425114	0.76475653455299	1
chr1	36933372	36933492	778146_43649431_CSF3R_Ex_14_1	350.388	308.693417514253	309.631875376401	350.388	1.13506793511016	1.13162767746071	1
