CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr1	1718703	1718823	778146_43649369_GNB1_Ex_11_1	302.19	291.37517299886	282.961224239189	302.19	1.03711650134716	1.06795551515057	1
chr1	1718823	1718943	778146_43649369_GNB1_Ex_11_2	314.628	291.37517299886	282.961224239189	314.628	1.07980373468961	1.11191206797311	1
chr1	1720479	1720599	778146_43649370_GNB1_Ex_10_1	273.57	291.37517299886	282.961224239189	273.57	0.938892621441945	0.966810914589306	1
chr1	1720599	1720719	778146_43649370_GNB1_Ex_10_2	343.669	291.37517299886	282.961224239189	343.669	1.17947248718182	1.21454450490183	1
chr1	1721814	1721934	778146_43649371_GNB1_Ex_9_1	264.959	291.37517299886	282.961224239189	264.959	0.909339657435524	0.936379183092693	1
chr1	1721934	1722054	778146_43649371_GNB1_Ex_9_2	310.14	291.37517299886	282.961224239189	310.14	1.06440091243194	1.0960512375287	1
chr1	1724657	1724777	778146_43649372_GNB1_Ex_8_1	128.983	291.37517299886	282.961224239189	128.983	0.44266983584255	0.455832774779663	1
chr1	1735819	1735939	778146_43649373_GNB1_Ex_7_1	311.066	291.37517299886	282.961224239189	311.066	1.06757894572307	1.09932377072646	1
chr1	1735939	1736059	778146_43649373_GNB1_Ex_7_2	335.843	291.37517299886	282.961224239189	335.843	1.15261364426994	1.18688700511173	1
chr1	1737885	1738005	778146_43649374_GNB1_Ex_6_1	186.264	291.37517299886	282.961224239189	186.264	0.639258307710138	0.658266872080501	1
chr1	1747128	1747248	778146_43649375_GNB1_Ex_5_1	278.983	291.37517299886	282.961224239189	278.983	0.957470044989356	0.98594074417834	1
chr1	1747248	1747368	778146_43649375_GNB1_Ex_5_2	345.124	291.37517299886	282.961224239189	345.124	1.18446604921055	1.21968655220499	1
chr1	1749235	1749355	778146_43649376_GNB1_Ex_4_1	186.397	291.37517299886	282.961224239189	186.397	0.639714763895581	0.658736901146701	1
chr1	1756803	1756923	778146_43649377_GNB1_Ex_3_1	241.14	291.37517299886	282.961224239189	241.14	0.827592816224405	0.852201571605312	1
chr1	6246683	6246803	778146_43649378_RPL22_Ex_4_1	236.934	291.37517299886	282.961224239189	236.934	0.813157818359929	0.837337344143374	1
chr1	6246803	6246923	778146_43649378_RPL22_Ex_4_2	309.719	291.37517299886	282.961224239189	309.719	1.06295603984493	1.09456340116126	1
chr1	6252931	6253051	778146_43649379_RPL22_Ex_3_1	322.983	291.37517299886	282.961224239189	322.983	1.10847810633909	1.14143908186862	1
chr1	6253051	6253171	778146_43649379_RPL22_Ex_3_2	299.231	291.37517299886	282.961224239189	299.231	1.02696120922139	1.0574982519409	1
chr1	6257643	6257763	778146_43649380_RPL22_Ex_2_1	246.843	291.37517299886	282.961224239189	246.843	0.847165520176167	0.87235627660185	1
chr1	6257763	6257883	778146_43649380_RPL22_Ex_2_2	255.091	291.37517299886	282.961224239189	255.091	0.875472667676453	0.901505146812519	1
chr1	6259567	6259687	778146_43649381_RPL22_Ex_1_1	137.901	291.37517299886	282.961224239189	137.901	0.473276424277025	0.487349460586979	1
chr1	9775532	9775652	778146_43649382_PIK3CD_Ex_4_1	258.554	291.37517299886	282.961224239189	258.554	0.887357688504955	0.913743572799369	1
chr1	9775652	9775772	778146_43649382_PIK3CD_Ex_4_2	451.14	291.37517299886	282.961224239189	451.14	1.54831310902993	1.59435272876346	1
chr1	9775772	9775892	778146_43649382_PIK3CD_Ex_4_3	459.711	291.37517299886	282.961224239189	459.711	1.57772879298058	1.6246430981349	1
chr1	9775841	9775961	778146_43649383_PIK3CD_Ex_5_1	449.314	291.37517299886	282.961224239189	449.314	1.54204627448392	1.58789954774931	1
chr1	9775961	9776081	778146_43649383_PIK3CD_Ex_5_2	401.835	291.37517299886	282.961224239189	401.835	1.37909828028338	1.42010623922211	1
chr1	9776081	9776201	778146_43649383_PIK3CD_Ex_5_3	276.909	291.37517299886	282.961224239189	276.909	0.950352074097553	0.978611117988121	1
chr1	9776467	9776587	778146_43649384_PIK3CD_Ex_6_1	322.43	291.37517299886	282.961224239189	322.43	1.10658020956803	1.1394847504881	1
chr1	9776587	9776707	778146_43649384_PIK3CD_Ex_6_2	329.198	291.37517299886	282.961224239189	329.198	1.12980799500473	1.16340322206737	1
chr1	9776971	9777091	778146_43649385_PIK3CD_Ex_7_1	314.934	291.37517299886	282.961224239189	314.934	1.08085392711627	1.11299348823069	1
chr1	9777091	9777211	778146_43649385_PIK3CD_Ex_7_2	313.86	291.37517299886	282.961224239189	313.86	1.07716795761878	1.10919791516979	1
chr1	9777579	9777699	778146_43649386_PIK3CD_Ex_8_1	182.835	291.37517299886	282.961224239189	182.835	0.627489974929042	0.646148603900047	1
chr1	9778682	9778802	778146_43649387_PIK3CD_Ex_9_1	286.306	291.37517299886	282.961224239189	286.306	0.982602591199903	1.01182061524438	1
chr1	9778802	9778922	778146_43649387_PIK3CD_Ex_9_2	454.926	291.37517299886	282.961224239189	454.926	1.5613066663088	1.60773265391108	1
chr1	9778922	9779042	778146_43649387_PIK3CD_Ex_9_3	335.645	291.37517299886	282.961224239189	335.645	1.15193410799386	1.18618726259213	1
chr1	9779966	9780086	778146_43649388_PIK3CD_Ex_10_1	244.438	291.37517299886	282.961224239189	244.438	0.838911556822846	0.863856878825825	1
chr1	9780115	9780235	778146_43649389_PIK3CD_Ex_11_1	367.306	291.37517299886	282.961224239189	367.306	1.26059470413918	1.29807891871967	1
chr1	9780235	9780355	778146_43649389_PIK3CD_Ex_11_2	291.339	291.37517299886	282.961224239189	291.339	0.999875854217475	1.02960750464427	1
chr1	9780634	9780754	778146_43649390_PIK3CD_Ex_12_1	193.959	291.37517299886	282.961224239189	193.959	0.665667558439369	0.685461410910653	1
chr1	9780763	9780883	778146_43649391_PIK3CD_Ex_13_1	329.711	291.37517299886	282.961224239189	329.711	1.13156861172002	1.16521619132271	1
chr1	9780883	9781003	778146_43649391_PIK3CD_Ex_13_2	284.818	291.37517299886	282.961224239189	284.818	0.977495773125166	1.00656194418795	1
chr1	9781453	9781573	778146_43649392_PIK3CD_Ex_15_1	279.248	291.37517299886	282.961224239189	279.248	0.958379525358849	0.986877268257611	1
chr1	9781573	9781693	778146_43649392_PIK3CD_Ex_15_2	395.736	291.37517299886	282.961224239189	395.736	1.35816650377947	1.39855204918636	1
chr1	9781748	9781868	778146_43649393_PIK3CD_Ex_16_1	328.521	291.37517299886	282.961224239189	328.521	1.12748453006079	1.16101066809882	1
chr1	9781868	9781988	778146_43649393_PIK3CD_Ex_16_2	321.843	291.37517299886	282.961224239189	321.843	1.10456562474957	1.13741026130119	1
chr1	9782002	9782122	778146_43649394_PIK3CD_Ex_17_1	339.314	291.37517299886	282.961224239189	339.314	1.1645261211096	1.19915370352362	1
chr1	9782122	9782242	778146_43649394_PIK3CD_Ex_17_2	291.314	291.37517299886	282.961224239189	291.314	0.999790054182618	1.02951915331604	1
chr1	9783146	9783266	778146_43649395_PIK3CD_Ex_20_1	311.025	291.37517299886	282.961224239189	311.025	1.0674382336659	1.09917887454816	1
chr1	9783266	9783386	778146_43649395_PIK3CD_Ex_20_2	348.636	291.37517299886	282.961224239189	348.636	1.19651923810737	1.23209814679518	1
chr1	9783968	9784088	778146_43649396_PIK3CD_Ex_21_1	285.248	291.37517299886	282.961224239189	285.248	0.978971533724721	1.00808158703356	1
chr1	9784088	9784208	778146_43649396_PIK3CD_Ex_21_2	343.562	291.37517299886	282.961224239189	343.562	1.17910526303263	1.21416636121699	1
chr1	9784286	9784406	778146_43649397_PIK3CD_Ex_22_1	295.587	291.37517299886	282.961224239189	295.587	1.01445499614051	1.04462016233764	1
chr1	9784406	9784526	778146_43649397_PIK3CD_Ex_22_2	275.545	291.37517299886	282.961224239189	275.545	0.945670824195711	0.973790669519722	1
chr1	9784807	9784927	778146_43649398_PIK3CD_Ex_23_1	254.306	291.37517299886	282.961224239189	254.306	0.872778546581918	0.898730915105999	1
chr1	9784927	9785047	778146_43649398_PIK3CD_Ex_23_2	294.744	291.37517299886	282.961224239189	294.744	1.01156181896511	1.04164095554962	1
chr1	9786915	9787035	778146_43649399_PIK3CD_Ex_24_1	254.777	291.37517299886	282.961224239189	254.777	0.874395019238638	0.900395454129911	1
chr1	9787035	9787155	778146_43649399_PIK3CD_Ex_24_2	258.025	291.37517299886	282.961224239189	258.025	0.885542159767364	0.911874058693957	1
chr1	11854356	11854476	778146_43649400_MTHFR_Ex_rs1801131_1	263.132	291.37517299886	282.961224239189	263.132	0.903069390888116	0.929922468025417	1
chr1	11854476	11854596	778146_43649400_MTHFR_Ex_rs1801131_2	249.099	291.37517299886	282.961224239189	249.099	0.854908115321735	0.880329100461606	1
chr1	11856258	11856378	778146_43649401_MTHFR_Ex_rs1801133_1	331.091	291.37517299886	282.961224239189	331.091	1.13630477364417	1.17009318464118	1
chr1	11856378	11856498	778146_43649401_MTHFR_Ex_rs1801133_2	353.165	291.37517299886	282.961224239189	353.165	1.21206277242221	1.24810387341789	1
chr1	24018256	24018376	778146_43649402_RPL11_Ex_1_1	139.479	291.37517299886	282.961224239189	139.479	0.478692122477249	0.492926196425053	1
chr1	24019054	24019174	778146_43649403_RPL11_Ex_2_1	326.628	291.37517299886	282.961224239189	326.628	1.12098775142135	1.15432070552501	1
chr1	24019174	24019294	778146_43649403_RPL11_Ex_2_2	352.777	291.37517299886	282.961224239189	352.777	1.21073115588122	1.24673266080371	1
