CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr1	1718703	1718823	778146_43649369_GNB1_Ex_11_1	215.57	185.365227678449	185.976162235985	215.57	1.16294734832331	1.1591270483712	1
chr1	1718823	1718943	778146_43649369_GNB1_Ex_11_2	246.86	185.365227678449	185.976162235985	246.86	1.33174923415639	1.32737441740926	1
chr1	1720479	1720599	778146_43649370_GNB1_Ex_10_1	183.521	185.365227678449	185.976162235985	183.521	0.990050843399559	0.98679851112924	1
chr1	1720599	1720719	778146_43649370_GNB1_Ex_10_2	220.364	185.365227678449	185.976162235985	220.364	1.18880980408182	1.18490454556418	1
chr1	1721814	1721934	778146_43649371_GNB1_Ex_9_1	170.455	185.365227678449	185.976162235985	170.455	0.919562973783229	0.916542195250324	1
chr1	1721934	1722054	778146_43649371_GNB1_Ex_9_2	221.248	185.365227678449	185.976162235985	221.248	1.19357876755502	1.18965784291891	1
chr1	1724657	1724777	778146_43649372_GNB1_Ex_8_1	112.926	185.365227678449	185.976162235985	112.926	0.60920810992605	0.607206851901311	1
chr1	1735819	1735939	778146_43649373_GNB1_Ex_7_1	204.669	185.365227678449	185.976162235985	204.669	1.10413912341228	1.10051200938481	1
chr1	1735939	1736059	778146_43649373_GNB1_Ex_7_2	213.612	185.365227678449	185.976162235985	213.612	1.15238441791548	1.14859881735245	1
chr1	1737885	1738005	778146_43649374_GNB1_Ex_6_1	129.587	185.365227678449	185.976162235985	129.587	0.699090123983733	0.696793602158362	1
chr1	1747128	1747248	778146_43649375_GNB1_Ex_5_1	188.463	185.365227678449	185.976162235985	188.463	1.01671172290698	1.01337180923682	1
chr1	1747248	1747368	778146_43649375_GNB1_Ex_5_2	199.917	185.365227678449	185.976162235985	199.917	1.07850324736629	1.07496034758651	1
chr1	1749235	1749355	778146_43649376_GNB1_Ex_4_1	97.3306	185.365227678449	185.976162235985	97.3306	0.525074746860496	0.523349868229334	1
chr1	1756803	1756923	778146_43649377_GNB1_Ex_3_1	191.645	185.365227678449	185.976162235985	191.645	1.03387783350847	1.03048152890058	1
chr1	6246683	6246803	778146_43649378_RPL22_Ex_4_1	138.298	185.365227678449	185.976162235985	138.298	0.746083835312974	0.743632938422042	1
chr1	6246803	6246923	778146_43649378_RPL22_Ex_4_2	168.843	185.365227678449	185.976162235985	168.843	0.910866628626216	0.907874417721102	1
chr1	6252931	6253051	778146_43649379_RPL22_Ex_3_1	196.19	185.365227678449	185.976162235985	196.19	1.058396995257	1.05492014482509	1
chr1	6253051	6253171	778146_43649379_RPL22_Ex_3_2	209.388	185.365227678449	185.976162235985	209.388	1.12959697254127	1.12588622908729	1
chr1	6257643	6257763	778146_43649380_RPL22_Ex_2_1	172.231	185.365227678449	185.976162235985	172.231	0.929144058770111	0.926091806225446	1
chr1	6257763	6257883	778146_43649380_RPL22_Ex_2_2	178.413	185.365227678449	185.976162235985	178.413	0.962494434552153	0.959332625509348	1
chr1	6259567	6259687	778146_43649381_RPL22_Ex_1_1	113.43	185.365227678449	185.976162235985	113.43	0.611927066476382	0.609916876637495	1
chr1	9775532	9775652	778146_43649382_PIK3CD_Ex_4_1	158.785	185.365227678449	185.976162235985	158.785	0.856606182230911	0.853792217727979	1
chr1	9775652	9775772	778146_43649382_PIK3CD_Ex_4_2	305.934	185.365227678449	185.976162235985	305.934	1.65043899458155	1.64501727706264	1
chr1	9775772	9775892	778146_43649382_PIK3CD_Ex_4_3	331.942	185.365227678449	185.976162235985	331.942	1.79074578418675	1.78486315670284	1
chr1	9775841	9775961	778146_43649383_PIK3CD_Ex_5_1	331.182	185.365227678449	185.976162235985	331.182	1.78664577034101	1.78077661146574	1
chr1	9775961	9776081	778146_43649383_PIK3CD_Ex_5_2	262.81	185.365227678449	185.976162235985	262.81	1.41779557736629	1.41313809705633	1
chr1	9776081	9776201	778146_43649383_PIK3CD_Ex_5_3	177.149	185.365227678449	185.976162235985	177.149	0.955675464156083	0.952536055536063	1
chr1	9776467	9776587	778146_43649384_PIK3CD_Ex_6_1	219.471	185.365227678449	185.976162235985	219.471	1.18399228781308	1.18010285491058	1
chr1	9776587	9776707	778146_43649384_PIK3CD_Ex_6_2	236.81	185.365227678449	185.976162235985	236.81	1.27753194580157	1.27333523368179	1
chr1	9776971	9777091	778146_43649385_PIK3CD_Ex_7_1	237.537	185.365227678449	185.976162235985	237.537	1.28145393273032	1.27724433682307	1
chr1	9777091	9777211	778146_43649385_PIK3CD_Ex_7_2	228.694	185.365227678449	185.976162235985	228.694	1.23374811373314	1.2296952321761	1
chr1	9777579	9777699	778146_43649386_PIK3CD_Ex_8_1	152.901	185.365227678449	185.976162235985	152.901	0.824863443456804	0.822153754339678	1
chr1	9778682	9778802	778146_43649387_PIK3CD_Ex_9_1	219.959	185.365227678449	185.976162235985	219.959	1.18662492828245	1.18272684711546	1
chr1	9778802	9778922	778146_43649387_PIK3CD_Ex_9_2	334.636	185.365227678449	185.976162235985	334.636	1.80527925431888	1.79934888416173	1
chr1	9778922	9779042	778146_43649387_PIK3CD_Ex_9_3	242.917	185.365227678449	185.976162235985	242.917	1.3104777149541	1.30617277547519	1
chr1	9779966	9780086	778146_43649388_PIK3CD_Ex_10_1	181.603	185.365227678449	185.976162235985	181.603	0.979703703194131	0.976485361438764	1
chr1	9780115	9780235	778146_43649389_PIK3CD_Ex_11_1	250.934	185.365227678449	185.976162235985	250.934	1.35372746627157	1.34928045069341	1
chr1	9780235	9780355	778146_43649389_PIK3CD_Ex_11_2	223.355	185.365227678449	185.976162235985	223.355	1.20494551646683	1.20098725188546	1
chr1	9780634	9780754	778146_43649390_PIK3CD_Ex_12_1	134.562	185.365227678449	185.976162235985	134.562	0.725929030408136	0.723544342361761	1
chr1	9780763	9780883	778146_43649391_PIK3CD_Ex_13_1	243.331	185.365227678449	185.976162235985	243.331	1.31271114354901	1.30839886722277	1
chr1	9780883	9781003	778146_43649391_PIK3CD_Ex_13_2	208.612	185.365227678449	185.976162235985	208.612	1.12541064261457	1.12171365131888	1
chr1	9781453	9781573	778146_43649392_PIK3CD_Ex_15_1	188.57	185.365227678449	185.976162235985	188.57	1.01728896169842	1.01394715178994	1
chr1	9781573	9781693	778146_43649392_PIK3CD_Ex_15_2	250.19	185.365227678449	185.976162235985	250.19	1.3497137685068	1.34527993798761	1
chr1	9781748	9781868	778146_43649393_PIK3CD_Ex_16_1	240.545	185.365227678449	185.976162235985	240.545	1.29768135595135	1.29341845270886	1
chr1	9781868	9781988	778146_43649393_PIK3CD_Ex_16_2	271.025	185.365227678449	185.976162235985	271.025	1.46211349018568	1.45731042484948	1
chr1	9782002	9782122	778146_43649394_PIK3CD_Ex_17_1	259.76	185.365227678449	185.976162235985	259.76	1.40134157443273	1.39673814577586	1
chr1	9782122	9782242	778146_43649394_PIK3CD_Ex_17_2	196.38	185.365227678449	185.976162235985	196.38	1.05942199871843	1.05594178113437	1
chr1	9783146	9783266	778146_43649395_PIK3CD_Ex_20_1	202.264	185.365227678449	185.976162235985	202.264	1.09116473749254	1.08758024452267	1
chr1	9783266	9783386	778146_43649395_PIK3CD_Ex_20_2	211.124	185.365227678449	185.976162235985	211.124	1.13896226732575	1.13522075873415	1
